"Route","avg_delay","range"
5271,18.4830917874396,"(15,30]"
683,18.4872425453428,"(15,30]"
92,18.4873949579832,"(15,30]"
4957,18.4888287068382,"(15,30]"
6182,18.4996159754224,"(15,30]"
2681,18.5,"(15,30]"
4035,18.5037491479209,"(15,30]"
3421,18.503937007874,"(15,30]"
1802,18.5075757575758,"(15,30]"
2039,18.508152173913,"(15,30]"
533,18.5091610414658,"(15,30]"
729,18.5110508757298,"(15,30]"
3090,18.5120643431635,"(15,30]"
1798,18.5185667752443,"(15,30]"
3026,18.5275362318841,"(15,30]"
6354,18.5280898876404,"(15,30]"
1321,18.5306893295562,"(15,30]"
965,18.532334384858,"(15,30]"
5121,18.54,"(15,30]"
6614,18.5426829268293,"(15,30]"
1843,18.5446735395189,"(15,30]"
3759,18.5449438202247,"(15,30]"
1435,18.5529282142554,"(15,30]"
4558,18.5537774469669,"(15,30]"
997,18.5544181034483,"(15,30]"
5657,18.5546875,"(15,30]"
3514,18.5573987081621,"(15,30]"
6592,18.5639097744361,"(15,30]"
4593,18.5665024630542,"(15,30]"
1385,18.5761467889908,"(15,30]"
1275,18.5781786941581,"(15,30]"
477,18.5794979079498,"(15,30]"
1045,18.5822784810127,"(15,30]"
2066,18.5853658536585,"(15,30]"
5861,18.5916230366492,"(15,30]"
5465,18.6030428769018,"(15,30]"
3571,18.6031746031746,"(15,30]"
5016,18.6084828711256,"(15,30]"
1316,18.6189655172414,"(15,30]"
5873,18.6206896551724,"(15,30]"
5946,18.6241134751773,"(15,30]"
1191,18.6264591439689,"(15,30]"
3885,18.6275197195443,"(15,30]"
5150,18.6296296296296,"(15,30]"
3513,18.6313694267516,"(15,30]"
2246,18.6334805299077,"(15,30]"
5858,18.6385542168675,"(15,30]"
770,18.6388121546961,"(15,30]"
1046,18.641935483871,"(15,30]"
6649,18.6481481481481,"(15,30]"
4531,18.6515788047161,"(15,30]"
2862,18.6687737041719,"(15,30]"
5923,18.6881818181818,"(15,30]"
2305,18.6887755102041,"(15,30]"
4913,18.7051971326165,"(15,30]"
704,18.7054681027341,"(15,30]"
6338,18.7142857142857,"(15,30]"
973,18.7334147334147,"(15,30]"
3069,18.7337468412589,"(15,30]"
975,18.7465233881163,"(15,30]"
917,18.7466666666667,"(15,30]"
3843,18.7474747474747,"(15,30]"
4263,18.752808988764,"(15,30]"
4246,18.7554347826087,"(15,30]"
5235,18.7621145374449,"(15,30]"
4931,18.7623188405797,"(15,30]"
4279,18.7713920817369,"(15,30]"
4526,18.774693877551,"(15,30]"
2135,18.7769991755977,"(15,30]"
2429,18.7806451612903,"(15,30]"
2113,18.7850187265918,"(15,30]"
2304,18.7871900826446,"(15,30]"
4611,18.7909215955983,"(15,30]"
4556,18.7950718177316,"(15,30]"
1827,18.7951466428465,"(15,30]"
1456,18.7958746316635,"(15,30]"
5468,18.7964601769912,"(15,30]"
5340,18.797976273552,"(15,30]"
1274,18.799661876585,"(15,30]"
773,18.8022770398482,"(15,30]"
1599,18.804181184669,"(15,30]"
5846,18.8048780487805,"(15,30]"
4020,18.8076923076923,"(15,30]"
4355,18.8076923076923,"(15,30]"
5967,18.8181818181818,"(15,30]"
5645,18.8211169284468,"(15,30]"
3092,18.8214285714286,"(15,30]"
1087,18.8225531914894,"(15,30]"
5518,18.827392120075,"(15,30]"
4523,18.8313791178113,"(15,30]"
3206,18.8387096774194,"(15,30]"
2427,18.8409090909091,"(15,30]"
4614,18.8455008488964,"(15,30]"
4682,18.851539225422,"(15,30]"
6665,18.8544194107452,"(15,30]"
2161,18.8584442887176,"(15,30]"
1474,18.8619574801607,"(15,30]"
4644,18.8675429726997,"(15,30]"
2466,18.8715203426124,"(15,30]"
5506,18.8732394366197,"(15,30]"
2172,18.8757602085143,"(15,30]"
613,18.8782138024357,"(15,30]"
6279,18.88,"(15,30]"
4680,18.8833097595474,"(15,30]"
3035,18.8945606694561,"(15,30]"
6603,18.8976109215017,"(15,30]"
4684,18.9,"(15,30]"
4002,18.9065420560748,"(15,30]"
711,18.9076595046744,"(15,30]"
5180,18.9093851132686,"(15,30]"
5696,18.9120715350224,"(15,30]"
1508,18.9126016260163,"(15,30]"
4528,18.9277864992151,"(15,30]"
955,18.9333333333333,"(15,30]"
5988,18.936170212766,"(15,30]"
5599,18.9449423815621,"(15,30]"
4278,18.9470588235294,"(15,30]"
732,18.9513422818792,"(15,30]"
5253,18.9524940617577,"(15,30]"
1263,18.9562398703404,"(15,30]"
6002,18.9583333333333,"(15,30]"
6178,18.9583333333333,"(15,30]"
2267,18.9598796389167,"(15,30]"
2134,18.9652589972956,"(15,30]"
6050,18.9655172413793,"(15,30]"
6509,18.9685039370079,"(15,30]"
3441,18.9817351598174,"(15,30]"
2675,18.9887640449438,"(15,30]"
4961,18.9896907216495,"(15,30]"
3903,18.9904942965779,"(15,30]"
4339,18.991935483871,"(15,30]"
6409,18.9935897435897,"(15,30]"
4184,18.9956923629184,"(15,30]"
507,19,"(15,30]"
2742,19,"(15,30]"
3409,19,"(15,30]"
4453,19,"(15,30]"
6654,19,"(15,30]"
1225,19.0024400746376,"(15,30]"
5971,19.0026281208936,"(15,30]"
6406,19.0073911853271,"(15,30]"
3525,19.0146341463415,"(15,30]"
4993,19.015037593985,"(15,30]"
1357,19.0166666666667,"(15,30]"
2118,19.0170881749829,"(15,30]"
2156,19.0197897340754,"(15,30]"
1898,19.0226904376013,"(15,30]"
6628,19.0258620689655,"(15,30]"
993,19.0357142857143,"(15,30]"
4623,19.0366022099447,"(15,30]"
4596,19.0444964871194,"(15,30]"
3112,19.0489795918367,"(15,30]"
3851,19.0563097033685,"(15,30]"
3578,19.0578661844485,"(15,30]"
5110,19.0589390962672,"(15,30]"
5908,19.0594493948663,"(15,30]"
3006,19.0649606299213,"(15,30]"
5076,19.0700056915196,"(15,30]"
3761,19.0714285714286,"(15,30]"
1880,19.0728744939271,"(15,30]"
2202,19.0728821580691,"(15,30]"
2692,19.0755813953488,"(15,30]"
2112,19.0762005175884,"(15,30]"
351,19.0882352941176,"(15,30]"
2175,19.0984400215169,"(15,30]"
4887,19.1021967526266,"(15,30]"
6606,19.1027190332326,"(15,30]"
3068,19.1140667267809,"(15,30]"
3685,19.1194029850746,"(15,30]"
1177,19.1222748815166,"(15,30]"
6001,19.1388888888889,"(15,30]"
3687,19.1538461538462,"(15,30]"
2994,19.1568825910931,"(15,30]"
3439,19.1614117647059,"(15,30]"
1004,19.1634408602151,"(15,30]"
5650,19.1645367412141,"(15,30]"
1746,19.1671701913394,"(15,30]"
6622,19.1734693877551,"(15,30]"
2709,19.1746031746032,"(15,30]"
5463,19.1764305177112,"(15,30]"
2978,19.178517397882,"(15,30]"
6306,19.1819641423602,"(15,30]"
1775,19.1821381434228,"(15,30]"
2974,19.184,"(15,30]"
3420,19.18407960199,"(15,30]"
6604,19.1914893617021,"(15,30]"
706,19.1976237623762,"(15,30]"
3169,19.2072767364939,"(15,30]"
2693,19.2097576134245,"(15,30]"
1490,19.2098092643052,"(15,30]"
4921,19.210396039604,"(15,30]"
3071,19.2137722285282,"(15,30]"
5087,19.2150313152401,"(15,30]"
4859,19.2160493827161,"(15,30]"
1562,19.2204062011777,"(15,30]"
6276,19.2212389380531,"(15,30]"
1592,19.2248322147651,"(15,30]"
2504,19.2307692307692,"(15,30]"
334,19.2352941176471,"(15,30]"
4674,19.2359174567764,"(15,30]"
739,19.2366003062787,"(15,30]"
1745,19.2391546162403,"(15,30]"
2133,19.2447674418605,"(15,30]"
3177,19.2478991596639,"(15,30]"
2184,19.2497978981407,"(15,30]"
4294,19.25,"(15,30]"
4529,19.25,"(15,30]"
2769,19.2515337423313,"(15,30]"
6380,19.2545126353791,"(15,30]"
1261,19.2678571428571,"(15,30]"
582,19.268,"(15,30]"
1115,19.2749077490775,"(15,30]"
3114,19.2817770464829,"(15,30]"
1207,19.2842951750237,"(15,30]"
2179,19.3003696857671,"(15,30]"
2807,19.3031474323578,"(15,30]"
3446,19.304347826087,"(15,30]"
6489,19.3107727016356,"(15,30]"
6248,19.3118279569892,"(15,30]"
4513,19.3159519725557,"(15,30]"
1605,19.3167770419426,"(15,30]"
3062,19.3224043715847,"(15,30]"
794,19.3309108527132,"(15,30]"
2164,19.338569656883,"(15,30]"
2218,19.3571428571429,"(15,30]"
2800,19.3581899298917,"(15,30]"
4766,19.3713405238829,"(15,30]"
2078,19.3733003708282,"(15,30]"
2174,19.3741146168706,"(15,30]"
6285,19.3794369645043,"(15,30]"
4969,19.3820512820513,"(15,30]"
3515,19.392037470726,"(15,30]"
1124,19.3950008501955,"(15,30]"
2510,19.4020100502513,"(15,30]"
5280,19.402157164869,"(15,30]"
1974,19.4061654948621,"(15,30]"
4109,19.4101731601732,"(15,30]"
5371,19.4177215189873,"(15,30]"
108,19.4183006535948,"(15,30]"
2804,19.4195250659631,"(15,30]"
5422,19.42578125,"(15,30]"
4703,19.4285714285714,"(15,30]"
5438,19.437025189924,"(15,30]"
5576,19.4493019838354,"(15,30]"
4621,19.4496693607641,"(15,30]"
1330,19.45,"(15,30]"
5082,19.459,"(15,30]"
3046,19.4622395833333,"(15,30]"
1561,19.4705056179775,"(15,30]"
3023,19.4736842105263,"(15,30]"
5864,19.4771241830065,"(15,30]"
4066,19.4845814977974,"(15,30]"
1723,19.4853310980721,"(15,30]"
2758,19.4930555555556,"(15,30]"
94,19.495867768595,"(15,30]"
5654,19.5009596928983,"(15,30]"
6678,19.5113636363636,"(15,30]"
4953,19.5119266055046,"(15,30]"
4,19.5177053824363,"(15,30]"
5275,19.5301204819277,"(15,30]"
5725,19.5333333333333,"(15,30]"
6576,19.5333333333333,"(15,30]"
384,19.5374488004681,"(15,30]"
5984,19.546626984127,"(15,30]"
2475,19.5490196078431,"(15,30]"
2637,19.5555555555556,"(15,30]"
2103,19.5565656565657,"(15,30]"
6166,19.560507107184,"(15,30]"
3495,19.564336372847,"(15,30]"
1903,19.5829145728643,"(15,30]"
4690,19.5839146491588,"(15,30]"
6515,19.5850622406639,"(15,30]"
4230,19.6015037593985,"(15,30]"
581,19.6065088757396,"(15,30]"
4691,19.6072072072072,"(15,30]"
1079,19.6075851393189,"(15,30]"
2152,19.6276905177429,"(15,30]"
3948,19.6358695652174,"(15,30]"
1805,19.6367303981758,"(15,30]"
3326,19.6428571428571,"(15,30]"
2965,19.6673228346457,"(15,30]"
709,19.6723602484472,"(15,30]"
4676,19.6734616117356,"(15,30]"
1446,19.6868686868687,"(15,30]"
1372,19.7005232379194,"(15,30]"
3508,19.711404189294,"(15,30]"
1250,19.713532513181,"(15,30]"
3083,19.7194029850746,"(15,30]"
649,19.7272727272727,"(15,30]"
2252,19.7278481012658,"(15,30]"
5348,19.7307692307692,"(15,30]"
3881,19.7309292649098,"(15,30]"
4720,19.7413079470199,"(15,30]"
3070,19.7424698795181,"(15,30]"
5213,19.7558685446009,"(15,30]"
1178,19.76,"(15,30]"
2320,19.7647058823529,"(15,30]"
618,19.7659147095179,"(15,30]"
1741,19.766568914956,"(15,30]"
5159,19.7706025398541,"(15,30]"
3105,19.7750946969697,"(15,30]"
5841,19.7771739130435,"(15,30]"
4436,19.7894736842105,"(15,30]"
675,19.7916508538899,"(15,30]"
811,19.7924263674614,"(15,30]"
2948,19.792899408284,"(15,30]"
2195,19.7945900253593,"(15,30]"
5078,19.8104265402844,"(15,30]"
4570,19.8161628624306,"(15,30]"
414,19.8188803512624,"(15,30]"
5305,19.8195266272189,"(15,30]"
5898,19.8315972222222,"(15,30]"
6399,19.8325358851675,"(15,30]"
138,19.8351648351648,"(15,30]"
3059,19.8421052631579,"(15,30]"
4903,19.8422284644195,"(15,30]"
2283,19.8435664709023,"(15,30]"
3627,19.8561378825185,"(15,30]"
5363,19.8583333333333,"(15,30]"
2753,19.8629283489097,"(15,30]"
2728,19.8680109990834,"(15,30]"
1433,19.8710601719198,"(15,30]"
723,19.8790186125212,"(15,30]"
4943,19.8854961832061,"(15,30]"
6434,19.8890046899427,"(15,30]"
2734,19.8944241316271,"(15,30]"
3715,19.9004149377593,"(15,30]"
4704,19.9105638366818,"(15,30]"
1302,19.915547024952,"(15,30]"
1853,19.9175257731959,"(15,30]"
1762,19.9182879377432,"(15,30]"
3435,19.9267326732673,"(15,30]"
5293,19.9271904566022,"(15,30]"
2750,19.9348914858097,"(15,30]"
5711,19.9412313432836,"(15,30]"
2880,19.9436645396536,"(15,30]"
4901,19.9525993883792,"(15,30]"
5184,19.9548387096774,"(15,30]"
3273,19.9609004739336,"(15,30]"
2524,19.962962962963,"(15,30]"
4336,19.9666666666667,"(15,30]"
708,19.9680972530056,"(15,30]"
5929,19.970054446461,"(15,30]"
2437,19.9715909090909,"(15,30]"
2614,19.9814432989691,"(15,30]"
4641,19.984506132989,"(15,30]"
6344,19.9849004804393,"(15,30]"
2328,19.9920371599204,"(15,30]"
698,20,"(15,30]"
4880,20,"(15,30]"
6495,20,"(15,30]"
4540,20.0088616223586,"(15,30]"
2947,20.0093043863536,"(15,30]"
388,20.0117647058824,"(15,30]"
3134,20.0158201498751,"(15,30]"
1718,20.0167597765363,"(15,30]"
5351,20.0261437908497,"(15,30]"
1823,20.0266666666667,"(15,30]"
2344,20.0352941176471,"(15,30]"
4655,20.0390015600624,"(15,30]"
4275,20.0466666666667,"(15,30]"
1833,20.0592592592593,"(15,30]"
504,20.0618556701031,"(15,30]"
5452,20.0678260869565,"(15,30]"
5662,20.0709677419355,"(15,30]"
3418,20.08,"(15,30]"
6612,20.0919540229885,"(15,30]"
89,20.0922598479613,"(15,30]"
336,20.0925925925926,"(15,30]"
2743,20.0942408376963,"(15,30]"
1416,20.1002638522427,"(15,30]"
4059,20.1028037383178,"(15,30]"
3210,20.110086100861,"(15,30]"
900,20.1219512195122,"(15,30]"
1781,20.1251035625518,"(15,30]"
2307,20.1266586248492,"(15,30]"
3745,20.1308677098151,"(15,30]"
1190,20.1423982869379,"(15,30]"
5648,20.1428571428571,"(15,30]"
3464,20.1588845654994,"(15,30]"
5914,20.16,"(15,30]"
3956,20.1822503961965,"(15,30]"
3747,20.1857142857143,"(15,30]"
4329,20.1923076923077,"(15,30]"
1735,20.1941391941392,"(15,30]"
4658,20.1973720995247,"(15,30]"
1848,20.2013941506289,"(15,30]"
2122,20.2028673835125,"(15,30]"
1828,20.2040423484119,"(15,30]"
5327,20.2097130242826,"(15,30]"
2672,20.21,"(15,30]"
6621,20.22,"(15,30]"
1452,20.2212543554007,"(15,30]"
5395,20.2303741746148,"(15,30]"
1995,20.2305600322321,"(15,30]"
5303,20.2368421052632,"(15,30]"
1826,20.2396822655845,"(15,30]"
4763,20.2405506883605,"(15,30]"
4666,20.2435555555556,"(15,30]"
6422,20.2451923076923,"(15,30]"
6611,20.2466666666667,"(15,30]"
4242,20.2601246105919,"(15,30]"
2438,20.2626689189189,"(15,30]"
3611,20.2853333333333,"(15,30]"
2468,20.2857142857143,"(15,30]"
4594,20.2870608397601,"(15,30]"
4654,20.3028972783143,"(15,30]"
2352,20.3032191069574,"(15,30]"
4268,20.3076923076923,"(15,30]"
2992,20.3086419753086,"(15,30]"
2926,20.3112990007686,"(15,30]"
1726,20.3137510879025,"(15,30]"
3998,20.3333333333333,"(15,30]"
5388,20.344,"(15,30]"
1249,20.3511450381679,"(15,30]"
2676,20.3529411764706,"(15,30]"
6670,20.3571428571429,"(15,30]"
5454,20.3716249386352,"(15,30]"
4599,20.3722558065542,"(15,30]"
2289,20.3731343283582,"(15,30]"
6402,20.3736196319018,"(15,30]"
4534,20.375,"(15,30]"
5362,20.3800904977376,"(15,30]"
6280,20.3809523809524,"(15,30]"
488,20.3825042881647,"(15,30]"
2131,20.3956533853441,"(15,30]"
5080,20.4,"(15,30]"
3699,20.4083175803403,"(15,30]"
6597,20.4175257731959,"(15,30]"
998,20.4301675977654,"(15,30]"
3727,20.4357164774471,"(15,30]"
4669,20.4419642857143,"(15,30]"
2199,20.4494969818913,"(15,30]"
4163,20.4634146341463,"(15,30]"
584,20.4680170575693,"(15,30]"
5057,20.4765645119753,"(15,30]"
3480,20.4840219280652,"(15,30]"
1040,20.4857142857143,"(15,30]"
2525,20.4883720930233,"(15,30]"
4668,20.4903129657228,"(15,30]"
5336,20.4903474903475,"(15,30]"
6094,20.5,"(15,30]"
1505,20.5074626865672,"(15,30]"
4595,20.5081967213115,"(15,30]"
5973,20.5191208791209,"(15,30]"
4563,20.5196428571429,"(15,30]"
4627,20.5206019347904,"(15,30]"
4228,20.5294511378849,"(15,30]"
3005,20.5357142857143,"(15,30]"
6459,20.556338028169,"(15,30]"
5258,20.5571428571429,"(15,30]"
493,20.5650644783118,"(15,30]"
4762,20.5768833849329,"(15,30]"
4604,20.5775401069519,"(15,30]"
3499,20.5836466165414,"(15,30]"
324,20.5867346938776,"(15,30]"
2201,20.5879059350504,"(15,30]"
2067,20.588850174216,"(15,30]"
1555,20.5902867476104,"(15,30]"
3500,20.5977011494253,"(15,30]"
5924,20.6046964350894,"(15,30]"
1256,20.609756097561,"(15,30]"
2741,20.6415094339623,"(15,30]"
4019,20.6466602129719,"(15,30]"
3443,20.654501216545,"(15,30]"
2649,20.6609523809524,"(15,30]"
4269,20.6692506459948,"(15,30]"
548,20.6895424836601,"(15,30]"
6256,20.702550126533,"(15,30]"
697,20.7068965517241,"(15,30]"
779,20.7101449275362,"(15,30]"
5890,20.7127659574468,"(15,30]"
2308,20.7142857142857,"(15,30]"
3728,20.7228260869565,"(15,30]"
541,20.7235294117647,"(15,30]"
3497,20.7241379310345,"(15,30]"
1048,20.7252747252747,"(15,30]"
2513,20.7272727272727,"(15,30]"
684,20.7300380228137,"(15,30]"
5530,20.7391304347826,"(15,30]"
372,20.7399678972713,"(15,30]"
1768,20.7407407407407,"(15,30]"
839,20.7420061322821,"(15,30]"
139,20.7490100517819,"(15,30]"
1010,20.75,"(15,30]"
2360,20.7547043010753,"(15,30]"
2163,20.7728426395939,"(15,30]"
4693,20.7747714808044,"(15,30]"
3665,20.7772073921971,"(15,30]"
887,20.7777777777778,"(15,30]"
4326,20.7837837837838,"(15,30]"
5593,20.7846153846154,"(15,30]"
1231,20.7857142857143,"(15,30]"
4562,20.7880958941857,"(15,30]"
3255,20.7916666666667,"(15,30]"
6231,20.8045843045843,"(15,30]"
5976,20.8166170142337,"(15,30]"
776,20.8268398268398,"(15,30]"
1050,20.8704663212435,"(15,30]"
2487,20.874213836478,"(15,30]"
3836,20.8936170212766,"(15,30]"
1693,20.9095163806552,"(15,30]"
3041,20.9401353461739,"(15,30]"
4725,20.9565217391304,"(15,30]"
3973,20.9666230366492,"(15,30]"
793,20.9815242494226,"(15,30]"
4042,20.9865470852018,"(15,30]"
2403,21,"(15,30]"
1217,21.017608897127,"(15,30]"
3481,21.0266429840142,"(15,30]"
1706,21.027027027027,"(15,30]"
3868,21.0407239819005,"(15,30]"
3018,21.0456375838926,"(15,30]"
826,21.0472440944882,"(15,30]"
5730,21.0526315789474,"(15,30]"
2126,21.0601659751037,"(15,30]"
2821,21.0769230769231,"(15,30]"
2321,21.0782442748092,"(15,30]"
4933,21.0898748577929,"(15,30]"
2722,21.1020329881089,"(15,30]"
6290,21.1065088757396,"(15,30]"
2503,21.1067415730337,"(15,30]"
2171,21.1124454148472,"(15,30]"
5331,21.1125,"(15,30]"
4533,21.1301633045149,"(15,30]"
4744,21.1419939577039,"(15,30]"
5638,21.1475409836066,"(15,30]"
4662,21.1582278481013,"(15,30]"
4119,21.1616161616162,"(15,30]"
3496,21.169070114371,"(15,30]"
4846,21.1797752808989,"(15,30]"
1792,21.1862486248625,"(15,30]"
5370,21.2,"(15,30]"
68,21.2068965517241,"(15,30]"
3944,21.2165061898212,"(15,30]"
1262,21.2173913043478,"(15,30]"
6492,21.2205882352941,"(15,30]"
1399,21.2312556458898,"(15,30]"
3586,21.2461252324861,"(15,30]"
4873,21.2490842490842,"(15,30]"
3347,21.25,"(15,30]"
5430,21.2592592592593,"(15,30]"
2761,21.2675438596491,"(15,30]"
6381,21.2694214876033,"(15,30]"
1314,21.2712918065398,"(15,30]"
3977,21.2769230769231,"(15,30]"
1258,21.2878787878788,"(15,30]"
1025,21.3009708737864,"(15,30]"
5494,21.3078773301263,"(15,30]"
2144,21.3144578313253,"(15,30]"
2382,21.3232323232323,"(15,30]"
6602,21.3283582089552,"(15,30]"
51,21.3341346153846,"(15,30]"
1516,21.3567119155354,"(15,30]"
4591,21.3611111111111,"(15,30]"
4782,21.3684210526316,"(15,30]"
3422,21.375,"(15,30]"
3433,21.3832599118943,"(15,30]"
4958,21.3860398860399,"(15,30]"
395,21.3888888888889,"(15,30]"
2679,21.3913043478261,"(15,30]"
5698,21.3997627520759,"(15,30]"
1754,21.407881773399,"(15,30]"
1097,21.416890080429,"(15,30]"
5539,21.4237668161435,"(15,30]"
2090,21.4269662921348,"(15,30]"
3088,21.4338919925512,"(15,30]"
5410,21.4354613883468,"(15,30]"
5655,21.4375,"(15,30]"
229,21.4380952380952,"(15,30]"
5682,21.4422680412371,"(15,30]"
4713,21.4434988179669,"(15,30]"
785,21.4525139664804,"(15,30]"
151,21.4538152610442,"(15,30]"
5699,21.4545454545455,"(15,30]"
1756,21.4632713026445,"(15,30]"
1323,21.4666666666667,"(15,30]"
4712,21.4705882352941,"(15,30]"
4053,21.4728312678742,"(15,30]"
5294,21.4883814102564,"(15,30]"
5168,21.4884144323072,"(15,30]"
4467,21.5006289308176,"(15,30]"
1417,21.5046528274875,"(15,30]"
531,21.5138408304498,"(15,30]"
657,21.52,"(15,30]"
4759,21.5212816834051,"(15,30]"
2463,21.5441176470588,"(15,30]"
4030,21.5443037974684,"(15,30]"
1892,21.549882629108,"(15,30]"
5306,21.5641735918744,"(15,30]"
1449,21.5656565656566,"(15,30]"
2814,21.580817916261,"(15,30]"
774,21.5838461538462,"(15,30]"
1199,21.5882352941176,"(15,30]"
2762,21.5891891891892,"(15,30]"
1771,21.5900951315053,"(15,30]"
2736,21.6037735849057,"(15,30]"
3451,21.6129032258065,"(15,30]"
1535,21.6143695014663,"(15,30]"
3701,21.6158133054685,"(15,30]"
3440,21.6498316498317,"(15,30]"
2099,21.6507582515611,"(15,30]"
2379,21.651875,"(15,30]"
3239,21.6589595375723,"(15,30]"
964,21.6666666666667,"(15,30]"
1462,21.6837307152875,"(15,30]"
2962,21.6855203619909,"(15,30]"
5926,21.6914944738107,"(15,30]"
1493,21.6925566343042,"(15,30]"
2157,21.6959168383592,"(15,30]"
648,21.6982817869416,"(15,30]"
1029,21.6986100950988,"(15,30]"
3424,21.7174721189591,"(15,30]"
3266,21.7234042553191,"(15,30]"
3860,21.7295597484277,"(15,30]"
2143,21.7314578005115,"(15,30]"
3931,21.7322059096822,"(15,30]"
3027,21.7407407407407,"(15,30]"
2374,21.7586206896552,"(15,30]"
4615,21.7598253275109,"(15,30]"
1005,21.7619047619048,"(15,30]"
641,21.7663551401869,"(15,30]"
6441,21.7678571428571,"(15,30]"
5880,21.7739130434783,"(15,30]"
3758,21.8,"(15,30]"
5571,21.8,"(15,30]"
6607,21.8039215686275,"(15,30]"
3565,21.8085106382979,"(15,30]"
1846,21.8089519650655,"(15,30]"
928,21.8228021978022,"(15,30]"
511,21.8333333333333,"(15,30]"
2811,21.8334771354616,"(15,30]"
510,21.8348623853211,"(15,30]"
2405,21.8364779874214,"(15,30]"
2470,21.84,"(15,30]"
369,21.8426966292135,"(15,30]"
2343,21.859649122807,"(15,30]"
1871,21.8639846743295,"(15,30]"
3957,21.8665314401623,"(15,30]"
5997,21.8707112970711,"(15,30]"
1711,21.8731501057082,"(15,30]"
4738,21.8787878787879,"(15,30]"
1049,21.8846153846154,"(15,30]"
3064,21.8963210702341,"(15,30]"
5497,21.9037990196078,"(15,30]"
6512,21.9090909090909,"(15,30]"
4045,21.9110251450677,"(15,30]"
2775,21.9130434782609,"(15,30]"
5350,21.9143308330043,"(15,30]"
3725,21.920704845815,"(15,30]"
2142,21.9284848484848,"(15,30]"
2870,21.9333333333333,"(15,30]"
90,21.9421487603306,"(15,30]"
6356,21.9428857715431,"(15,30]"
1313,21.9444444444444,"(15,30]"
2707,21.9479374110953,"(15,30]"
6261,21.9681303116147,"(15,30]"
441,21.9748953974895,"(15,30]"
2907,21.9788204626914,"(15,30]"
1264,21.9800928998009,"(15,30]"
1573,21.9827429609446,"(15,30]"
6195,21.9848693259972,"(15,30]"
1673,21.9886083382267,"(15,30]"
6424,21.9890710382514,"(15,30]"
4451,21.9940119760479,"(15,30]"
944,22,"(15,30]"
1364,22,"(15,30]"
1459,22,"(15,30]"
2512,22,"(15,30]"
3991,22.0037641154329,"(15,30]"
4723,22.0066666666667,"(15,30]"
1136,22.0179063360882,"(15,30]"
5196,22.0198735320687,"(15,30]"
3832,22.0207547169811,"(15,30]"
2115,22.0260869565217,"(15,30]"
2705,22.0326086956522,"(15,30]"
1524,22.0347371656932,"(15,30]"
632,22.0383635334088,"(15,30]"
2767,22.0491803278689,"(15,30]"
1807,22.0721847930703,"(15,30]"
1332,22.08,"(15,30]"
3690,22.09,"(15,30]"
1475,22.0965517241379,"(15,30]"
4567,22.1012658227848,"(15,30]"
2042,22.1065789473684,"(15,30]"
2518,22.1084337349398,"(15,30]"
2610,22.1165413533835,"(15,30]"
4359,22.125,"(15,30]"
2678,22.1372549019608,"(15,30]"
5368,22.1448275862069,"(15,30]"
2158,22.153581003447,"(15,30]"
741,22.1677419354839,"(15,30]"
4291,22.1884057971014,"(15,30]"
1100,22.1937732342007,"(15,30]"
3449,22.2028985507246,"(15,30]"
3054,22.2058823529412,"(15,30]"
5072,22.2067961165049,"(15,30]"
2448,22.2458410351201,"(15,30]"
3664,22.2589093320073,"(15,30]"
4156,22.2708333333333,"(15,30]"
2603,22.2714486638537,"(15,30]"
6333,22.2835820895522,"(15,30]"
52,22.2928942807626,"(15,30]"
4063,22.3034134007585,"(15,30]"
4750,22.3142857142857,"(15,30]"
6501,22.3146853146853,"(15,30]"
2301,22.3217753120666,"(15,30]"
6007,22.3279857397504,"(15,30]"
5406,22.3303696771175,"(15,30]"
4771,22.3582089552239,"(15,30]"
6671,22.3694620253165,"(15,30]"
5473,22.380388202672,"(15,30]"
1868,22.3846153846154,"(15,30]"
4671,22.388165091994,"(15,30]"
5887,22.3928571428571,"(15,30]"
2148,22.4019138755981,"(15,30]"
1844,22.4097496706192,"(15,30]"
4394,22.4294871794872,"(15,30]"
769,22.4324324324324,"(15,30]"
949,22.4651162790698,"(15,30]"
809,22.4705882352941,"(15,30]"
5604,22.4705882352941,"(15,30]"
322,22.4782608695652,"(15,30]"
4659,22.4990328820116,"(15,30]"
2028,22.5022421524664,"(15,30]"
2380,22.5055350553506,"(15,30]"
2494,22.5121951219512,"(15,30]"
2034,22.5271317829457,"(15,30]"
1001,22.5377777777778,"(15,30]"
2897,22.5515151515152,"(15,30]"
1220,22.5581542351454,"(15,30]"
2192,22.5582837000122,"(15,30]"
3458,22.5590490797546,"(15,30]"
6015,22.5771428571429,"(15,30]"
2544,22.5838150289017,"(15,30]"
2339,22.5869158878505,"(15,30]"
3102,22.609022556391,"(15,30]"
2132,22.6266666666667,"(15,30]"
1536,22.6396396396396,"(15,30]"
1296,22.6445630795167,"(15,30]"
550,22.6466165413534,"(15,30]"
5267,22.6521739130435,"(15,30]"
2840,22.6618705035971,"(15,30]"
3849,22.675057208238,"(15,30]"
2663,22.6779661016949,"(15,30]"
3423,22.6981132075472,"(15,30]"
925,22.7066666666667,"(15,30]"
3482,22.7160990712074,"(15,30]"
6656,22.7303370786517,"(15,30]"
2397,22.7486338797814,"(15,30]"
2991,22.7692307692308,"(15,30]"
2121,22.8034970857619,"(15,30]"
5183,22.8095238095238,"(15,30]"
5316,22.8124618204032,"(15,30]"
