Route,ORIGIN,ORIGIN_City_State,Origin_City,Origin_State,DEST,Dest_City_State,Dest_City,Dest_State,DISTANCE
4884,PHL,"Philadelphia, PA",Philadelphia,PA,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,104
4885,PHL,"Philadelphia, PA",Philadelphia,PA,BDL,"Hartford, CT",Hartford,CT,196
4886,PHL,"Philadelphia, PA",Philadelphia,PA,BGR,"Bangor, ME",Bangor,ME,473
4887,PHL,"Philadelphia, PA",Philadelphia,PA,BHM,"Birmingham, AL",Birmingham,AL,772
4888,PHL,"Philadelphia, PA",Philadelphia,PA,BNA,"Nashville, TN",Nashville,TN,675
4889,PHL,"Philadelphia, PA",Philadelphia,PA,BOS,"Boston, MA",Boston,MA,280
4890,PHL,"Philadelphia, PA",Philadelphia,PA,BTV,"Burlington, VT",Burlington,VT,335
4891,PHL,"Philadelphia, PA",Philadelphia,PA,BUF,"Buffalo, NY",Buffalo,NY,279
4892,PHL,"Philadelphia, PA",Philadelphia,PA,BWI,"Baltimore, MD",Baltimore,MD,90
4893,PHL,"Philadelphia, PA",Philadelphia,PA,CAE,"Columbia, SC",Columbia,SC,523
4894,PHL,"Philadelphia, PA",Philadelphia,PA,CAK,"Akron, OH",Akron,OH,335
4895,PHL,"Philadelphia, PA",Philadelphia,PA,CHA,"Chattanooga, TN",Chattanooga,TN,641
4896,PHL,"Philadelphia, PA",Philadelphia,PA,CHS,"Charleston, SC",Charleston,SC,550
4897,PHL,"Philadelphia, PA",Philadelphia,PA,CLE,"Cleveland, OH",Cleveland,OH,363
4898,PHL,"Philadelphia, PA",Philadelphia,PA,CLT,"Charlotte, NC",Charlotte,NC,449
4899,PHL,"Philadelphia, PA",Philadelphia,PA,CMH,"Columbus, OH",Columbus,OH,406
4900,PHL,"Philadelphia, PA",Philadelphia,PA,CRW,"Charleston/Dunbar, WV",Charleston/Dunbar,WV,356
4901,PHL,"Philadelphia, PA",Philadelphia,PA,CVG,"Cincinnati, OH",Cincinnati,OH,507
4902,PHL,"Philadelphia, PA",Philadelphia,PA,DAL,"Dallas, TX",Dallas,TX,1295
4903,PHL,"Philadelphia, PA",Philadelphia,PA,DAY,"Dayton, OH",Dayton,OH,477
4904,PHL,"Philadelphia, PA",Philadelphia,PA,DCA,"Washington, DC",Washington,DC,119
4905,PHL,"Philadelphia, PA",Philadelphia,PA,DEN,"Denver, CO",Denver,CO,1558
4906,PHL,"Philadelphia, PA",Philadelphia,PA,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1303
4907,PHL,"Philadelphia, PA",Philadelphia,PA,DSM,"Des Moines, IA",Des Moines,IA,972
4908,PHL,"Philadelphia, PA",Philadelphia,PA,DTW,"Detroit, MI",Detroit,MI,453
4909,PHL,"Philadelphia, PA",Philadelphia,PA,EYW,"Key West, FL",Key West,FL,1121
4910,PHL,"Philadelphia, PA",Philadelphia,PA,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,992
4911,PHL,"Philadelphia, PA",Philadelphia,PA,GRR,"Grand Rapids, MI",Grand Rapids,MI,573
4912,PHL,"Philadelphia, PA",Philadelphia,PA,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,365
4913,PHL,"Philadelphia, PA",Philadelphia,PA,GSP,"Greer, SC",Greer,SC,515
4914,PHL,"Philadelphia, PA",Philadelphia,PA,HOU,"Houston, TX",Houston,TX,1336
4915,PHL,"Philadelphia, PA",Philadelphia,PA,HVN,"New Haven, CT",New Haven,CT,157
4916,PHL,"Philadelphia, PA",Philadelphia,PA,IAD,"Washington, DC",Washington,DC,135
4917,PHL,"Philadelphia, PA",Philadelphia,PA,IAH,"Houston, TX",Houston,TX,1325
4918,PHL,"Philadelphia, PA",Philadelphia,PA,ILM,"Wilmington, NC",Wilmington,NC,413
4919,PHL,"Philadelphia, PA",Philadelphia,PA,IND,"Indianapolis, IN",Indianapolis,IN,588
4920,PHL,"Philadelphia, PA",Philadelphia,PA,JAX,"Jacksonville, FL",Jacksonville,FL,742
4921,PHL,"Philadelphia, PA",Philadelphia,PA,JFK,"New York, NY",New York,NY,94
4922,PHL,"Philadelphia, PA",Philadelphia,PA,LAS,"Las Vegas, NV",Las Vegas,NV,2176
4923,PHL,"Philadelphia, PA",Philadelphia,PA,LAX,"Los Angeles, CA",Los Angeles,CA,2402
4924,PHL,"Philadelphia, PA",Philadelphia,PA,LGA,"New York, NY",New York,NY,96
4925,PHL,"Philadelphia, PA",Philadelphia,PA,MCI,"Kansas City, MO",Kansas City,MO,1038
4926,PHL,"Philadelphia, PA",Philadelphia,PA,MCO,"Orlando, FL",Orlando,FL,861
4927,PHL,"Philadelphia, PA",Philadelphia,PA,MDW,"Chicago, IL",Chicago,IL,668
4928,PHL,"Philadelphia, PA",Philadelphia,PA,MEM,"Memphis, TN",Memphis,TN,875
4929,PHL,"Philadelphia, PA",Philadelphia,PA,MHT,"Manchester, NH",Manchester,NH,289
4930,PHL,"Philadelphia, PA",Philadelphia,PA,MIA,"Miami, FL",Miami,FL,1013
4931,PHL,"Philadelphia, PA",Philadelphia,PA,MKE,"Milwaukee, WI",Milwaukee,WI,690
4932,PHL,"Philadelphia, PA",Philadelphia,PA,MLB,"Melbourne, FL",Melbourne,FL,868
4933,PHL,"Philadelphia, PA",Philadelphia,PA,MSN,"Madison, WI",Madison,WI,764
4934,PHL,"Philadelphia, PA",Philadelphia,PA,MSP,"Minneapolis, MN",Minneapolis,MN,980
4935,PHL,"Philadelphia, PA",Philadelphia,PA,MSY,"New Orleans, LA",New Orleans,LA,1089
4936,PHL,"Philadelphia, PA",Philadelphia,PA,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,473
4937,PHL,"Philadelphia, PA",Philadelphia,PA,OKC,"Oklahoma City, OK",Oklahoma City,OK,1261
4938,PHL,"Philadelphia, PA",Philadelphia,PA,OMA,"Omaha, NE",Omaha,NE,1088
4939,PHL,"Philadelphia, PA",Philadelphia,PA,ORD,"Chicago, IL",Chicago,IL,678
4940,PHL,"Philadelphia, PA",Philadelphia,PA,ORF,"Norfolk, VA",Norfolk,VA,212
4941,PHL,"Philadelphia, PA",Philadelphia,PA,PBI,"West Palm Beach/Palm Beach, FL",West Palm Beach/Palm Beach,FL,951
4942,PHL,"Philadelphia, PA",Philadelphia,PA,PDX,"Portland, OR",Portland,OR,2406
4943,PHL,"Philadelphia, PA",Philadelphia,PA,PHF,"Newport News/Williamsburg, VA",Newport News/Williamsburg,VA,201
4944,PHL,"Philadelphia, PA",Philadelphia,PA,PHX,"Phoenix, AZ",Phoenix,AZ,2075
4945,PHL,"Philadelphia, PA",Philadelphia,PA,PIT,"Pittsburgh, PA",Pittsburgh,PA,268
4946,PHL,"Philadelphia, PA",Philadelphia,PA,PNS,"Pensacola, FL",Pensacola,FL,935
4947,PHL,"Philadelphia, PA",Philadelphia,PA,PVD,"Providence, RI",Providence,RI,237
4948,PHL,"Philadelphia, PA",Philadelphia,PA,PWM,"Portland, ME",Portland,ME,364
4949,PHL,"Philadelphia, PA",Philadelphia,PA,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,337
4950,PHL,"Philadelphia, PA",Philadelphia,PA,RIC,"Richmond, VA",Richmond,VA,198
4951,PHL,"Philadelphia, PA",Philadelphia,PA,ROC,"Rochester, NY",Rochester,NY,257
4952,PHL,"Philadelphia, PA",Philadelphia,PA,RSW,"Fort Myers, FL",Fort Myers,FL,993
4953,PHL,"Philadelphia, PA",Philadelphia,PA,SAN,"San Diego, CA",San Diego,CA,2370
4954,PHL,"Philadelphia, PA",Philadelphia,PA,SAT,"San Antonio, TX",San Antonio,TX,1496
4955,PHL,"Philadelphia, PA",Philadelphia,PA,SAV,"Savannah, GA",Savannah,GA,629
4956,PHL,"Philadelphia, PA",Philadelphia,PA,SDF,"Louisville, KY",Louisville,KY,576
4957,PHL,"Philadelphia, PA",Philadelphia,PA,SEA,"Seattle, WA",Seattle,WA,2378
4958,PHL,"Philadelphia, PA",Philadelphia,PA,SFO,"San Francisco, CA",San Francisco,CA,2521
4959,PHL,"Philadelphia, PA",Philadelphia,PA,SJU,"San Juan, PR",San Juan,PR,1576
4960,PHL,"Philadelphia, PA",Philadelphia,PA,SLC,"Salt Lake City, UT",Salt Lake City,UT,1927
4961,PHL,"Philadelphia, PA",Philadelphia,PA,SRQ,"Sarasota/Bradenton, FL",Sarasota/Bradenton,FL,957
4962,PHL,"Philadelphia, PA",Philadelphia,PA,STL,"St. Louis, MO",St. Louis,MO,814
4963,PHL,"Philadelphia, PA",Philadelphia,PA,STT,"Charlotte Amalie, VI",Charlotte Amalie,VI,1605
4964,PHL,"Philadelphia, PA",Philadelphia,PA,SYR,"Syracuse, NY",Syracuse,NY,228
4965,PHL,"Philadelphia, PA",Philadelphia,PA,TPA,"Tampa, FL",Tampa,FL,920
4966,PHL,"Philadelphia, PA",Philadelphia,PA,TYS,"Knoxville, TN",Knoxville,TN,554
4967,PHL,"Philadelphia, PA",Philadelphia,PA,XNA,"Fayetteville, AR",Fayetteville,AR,1066
4968,PHX,"Phoenix, AZ",Phoenix,AZ,ABQ,"Albuquerque, NM",Albuquerque,NM,328
4969,PHX,"Phoenix, AZ",Phoenix,AZ,AMA,"Amarillo, TX",Amarillo,TX,602
4970,PHX,"Phoenix, AZ",Phoenix,AZ,ANC,"Anchorage, AK",Anchorage,AK,2552
4971,PHX,"Phoenix, AZ",Phoenix,AZ,ASE,"Aspen, CO",Aspen,CO,491
4972,PHX,"Phoenix, AZ",Phoenix,AZ,ATL,"Atlanta, GA",Atlanta,GA,1587
4973,PHX,"Phoenix, AZ",Phoenix,AZ,AUS,"Austin, TX",Austin,TX,872
4974,PHX,"Phoenix, AZ",Phoenix,AZ,BFL,"Bakersfield, CA",Bakersfield,CA,425
4975,PHX,"Phoenix, AZ",Phoenix,AZ,BNA,"Nashville, TN",Nashville,TN,1449
4976,PHX,"Phoenix, AZ",Phoenix,AZ,BOI,"Boise, ID",Boise,ID,735
4977,PHX,"Phoenix, AZ",Phoenix,AZ,BOS,"Boston, MA",Boston,MA,2300
4978,PHX,"Phoenix, AZ",Phoenix,AZ,BUF,"Buffalo, NY",Buffalo,NY,1912
4979,PHX,"Phoenix, AZ",Phoenix,AZ,BUR,"Burbank, CA",Burbank,CA,369
4980,PHX,"Phoenix, AZ",Phoenix,AZ,BWI,"Baltimore, MD",Baltimore,MD,1999
4981,PHX,"Phoenix, AZ",Phoenix,AZ,CLE,"Cleveland, OH",Cleveland,OH,1737
4982,PHX,"Phoenix, AZ",Phoenix,AZ,CLT,"Charlotte, NC",Charlotte,NC,1773
4983,PHX,"Phoenix, AZ",Phoenix,AZ,CMH,"Columbus, OH",Columbus,OH,1670
4984,PHX,"Phoenix, AZ",Phoenix,AZ,COS,"Colorado Springs, CO",Colorado Springs,CO,551
4985,PHX,"Phoenix, AZ",Phoenix,AZ,CVG,"Cincinnati, OH",Cincinnati,OH,1569
4986,PHX,"Phoenix, AZ",Phoenix,AZ,DAL,"Dallas, TX",Dallas,TX,879
4987,PHX,"Phoenix, AZ",Phoenix,AZ,DCA,"Washington, DC",Washington,DC,1979
4988,PHX,"Phoenix, AZ",Phoenix,AZ,DEN,"Denver, CO",Denver,CO,602
4989,PHX,"Phoenix, AZ",Phoenix,AZ,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,868
4990,PHX,"Phoenix, AZ",Phoenix,AZ,DRO,"Durango, CO",Durango,CO,353
4991,PHX,"Phoenix, AZ",Phoenix,AZ,DSM,"Des Moines, IA",Des Moines,IA,1149
4992,PHX,"Phoenix, AZ",Phoenix,AZ,DTW,"Detroit, MI",Detroit,MI,1671
4993,PHX,"Phoenix, AZ",Phoenix,AZ,EGE,"Eagle, CO",Eagle,CO,513
4994,PHX,"Phoenix, AZ",Phoenix,AZ,ELP,"El Paso, TX",El Paso,TX,347
4995,PHX,"Phoenix, AZ",Phoenix,AZ,EUG,"Eugene, OR",Eugene,OR,952
4996,PHX,"Phoenix, AZ",Phoenix,AZ,EWR,"Newark, NJ",Newark,NJ,2133
4997,PHX,"Phoenix, AZ",Phoenix,AZ,FAT,"Fresno, CA",Fresno,CA,493
4998,PHX,"Phoenix, AZ",Phoenix,AZ,FLG,"Flagstaff, AZ",Flagstaff,AZ,119
4999,PHX,"Phoenix, AZ",Phoenix,AZ,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,1972
5000,PHX,"Phoenix, AZ",Phoenix,AZ,FSD,"Sioux Falls, SD",Sioux Falls,SD,1081
5001,PHX,"Phoenix, AZ",Phoenix,AZ,GEG,"Spokane, WA",Spokane,WA,1020
5002,PHX,"Phoenix, AZ",Phoenix,AZ,GJT,"Grand Junction, CO",Grand Junction,CO,438
5003,PHX,"Phoenix, AZ",Phoenix,AZ,GRR,"Grand Rapids, MI",Grand Rapids,MI,1574
5004,PHX,"Phoenix, AZ",Phoenix,AZ,HNL,"Honolulu, HI",Honolulu,HI,2917
5005,PHX,"Phoenix, AZ",Phoenix,AZ,HOU,"Houston, TX",Houston,TX,1020
5006,PHX,"Phoenix, AZ",Phoenix,AZ,IAD,"Washington, DC",Washington,DC,1956
5007,PHX,"Phoenix, AZ",Phoenix,AZ,IAH,"Houston, TX",Houston,TX,1009
5008,PHX,"Phoenix, AZ",Phoenix,AZ,ICT,"Wichita, KS",Wichita,KS,870
5009,PHX,"Phoenix, AZ",Phoenix,AZ,IFP,"Bullhead City, AZ",Bullhead City,AZ,188
5010,PHX,"Phoenix, AZ",Phoenix,AZ,IND,"Indianapolis, IN",Indianapolis,IN,1488
5011,PHX,"Phoenix, AZ",Phoenix,AZ,JAC,"Jackson, WY",Jackson,WY,705
5012,PHX,"Phoenix, AZ",Phoenix,AZ,JFK,"New York, NY",New York,NY,2153
5013,PHX,"Phoenix, AZ",Phoenix,AZ,KOA,"Kona, HI",Kona,HI,2860
5014,PHX,"Phoenix, AZ",Phoenix,AZ,LAS,"Las Vegas, NV",Las Vegas,NV,255
5015,PHX,"Phoenix, AZ",Phoenix,AZ,LAX,"Los Angeles, CA",Los Angeles,CA,370
5016,PHX,"Phoenix, AZ",Phoenix,AZ,LBB,"Lubbock, TX",Lubbock,TX,588
5017,PHX,"Phoenix, AZ",Phoenix,AZ,LGA,"New York, NY",New York,NY,2149
5018,PHX,"Phoenix, AZ",Phoenix,AZ,LGB,"Long Beach, CA",Long Beach,CA,355
5019,PHX,"Phoenix, AZ",Phoenix,AZ,LIH,"Lihue, HI",Lihue,HI,2979
5020,PHX,"Phoenix, AZ",Phoenix,AZ,LIT,"Little Rock, AR",Little Rock,AR,1136
5021,PHX,"Phoenix, AZ",Phoenix,AZ,MAF,"Midland/Odessa, TX",Midland/Odessa,TX,581
5022,PHX,"Phoenix, AZ",Phoenix,AZ,MCI,"Kansas City, MO",Kansas City,MO,1044
5023,PHX,"Phoenix, AZ",Phoenix,AZ,MCO,"Orlando, FL",Orlando,FL,1849
5024,PHX,"Phoenix, AZ",Phoenix,AZ,MDW,"Chicago, IL",Chicago,IL,1444
5025,PHX,"Phoenix, AZ",Phoenix,AZ,MEM,"Memphis, TN",Memphis,TN,1264
5026,PHX,"Phoenix, AZ",Phoenix,AZ,MFR,"Medford, OR",Medford,OR,854
5027,PHX,"Phoenix, AZ",Phoenix,AZ,MIA,"Miami, FL",Miami,FL,1972
5028,PHX,"Phoenix, AZ",Phoenix,AZ,MKE,"Milwaukee, WI",Milwaukee,WI,1460
5029,PHX,"Phoenix, AZ",Phoenix,AZ,MRY,"Monterey, CA",Monterey,CA,598
5030,PHX,"Phoenix, AZ",Phoenix,AZ,MSN,"Madison, WI",Madison,WI,1396
5031,PHX,"Phoenix, AZ",Phoenix,AZ,MSP,"Minneapolis, MN",Minneapolis,MN,1276
5032,PHX,"Phoenix, AZ",Phoenix,AZ,MSY,"New Orleans, LA",New Orleans,LA,1300
5033,PHX,"Phoenix, AZ",Phoenix,AZ,MTJ,"Montrose/Delta, CO",Montrose/Delta,CO,419
5034,PHX,"Phoenix, AZ",Phoenix,AZ,OAK,"Oakland, CA",Oakland,CA,646
5035,PHX,"Phoenix, AZ",Phoenix,AZ,OGG,"Kahului, HI",Kahului,HI,2845
5036,PHX,"Phoenix, AZ",Phoenix,AZ,OKC,"Oklahoma City, OK",Oklahoma City,OK,833
5037,PHX,"Phoenix, AZ",Phoenix,AZ,OMA,"Omaha, NE",Omaha,NE,1037
5038,PHX,"Phoenix, AZ",Phoenix,AZ,ONT,"Ontario, CA",Ontario,CA,325
5039,PHX,"Phoenix, AZ",Phoenix,AZ,ORD,"Chicago, IL",Chicago,IL,1440
5040,PHX,"Phoenix, AZ",Phoenix,AZ,ORF,"Norfolk, VA",Norfolk,VA,2029
5041,PHX,"Phoenix, AZ",Phoenix,AZ,PDX,"Portland, OR",Portland,OR,1009
5042,PHX,"Phoenix, AZ",Phoenix,AZ,PHL,"Philadelphia, PA",Philadelphia,PA,2075
5043,PHX,"Phoenix, AZ",Phoenix,AZ,PIT,"Pittsburgh, PA",Pittsburgh,PA,1814
5044,PHX,"Phoenix, AZ",Phoenix,AZ,PSP,"Palm Springs, CA",Palm Springs,CA,261
5045,PHX,"Phoenix, AZ",Phoenix,AZ,RDM,"Bend/Redmond, OR",Bend/Redmond,OR,893
5046,PHX,"Phoenix, AZ",Phoenix,AZ,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,1891
5047,PHX,"Phoenix, AZ",Phoenix,AZ,RNO,"Reno, NV",Reno,NV,601
5048,PHX,"Phoenix, AZ",Phoenix,AZ,ROW,"Roswell, NM",Roswell,NM,433
5049,PHX,"Phoenix, AZ",Phoenix,AZ,RSW,"Fort Myers, FL",Fort Myers,FL,1868
5050,PHX,"Phoenix, AZ",Phoenix,AZ,SAF,"Santa Fe, NM",Santa Fe,NM,370
5051,PHX,"Phoenix, AZ",Phoenix,AZ,SAN,"San Diego, CA",San Diego,CA,304
5052,PHX,"Phoenix, AZ",Phoenix,AZ,SAT,"San Antonio, TX",San Antonio,TX,843
5053,PHX,"Phoenix, AZ",Phoenix,AZ,SBA,"Santa Barbara, CA",Santa Barbara,CA,455
5054,PHX,"Phoenix, AZ",Phoenix,AZ,SBP,"San Luis Obispo, CA",San Luis Obispo,CA,509
5055,PHX,"Phoenix, AZ",Phoenix,AZ,SDF,"Louisville, KY",Louisville,KY,1506
5056,PHX,"Phoenix, AZ",Phoenix,AZ,SEA,"Seattle, WA",Seattle,WA,1107
5057,PHX,"Phoenix, AZ",Phoenix,AZ,SFO,"San Francisco, CA",San Francisco,CA,651
5058,PHX,"Phoenix, AZ",Phoenix,AZ,SGU,"St. George, UT",St. George,UT,262
5059,PHX,"Phoenix, AZ",Phoenix,AZ,SJC,"San Jose, CA",San Jose,CA,621
5060,PHX,"Phoenix, AZ",Phoenix,AZ,SLC,"Salt Lake City, UT",Salt Lake City,UT,507
5061,PHX,"Phoenix, AZ",Phoenix,AZ,SMF,"Sacramento, CA",Sacramento,CA,647
5062,PHX,"Phoenix, AZ",Phoenix,AZ,SNA,"Santa Ana, CA",Santa Ana,CA,338
5063,PHX,"Phoenix, AZ",Phoenix,AZ,STL,"St. Louis, MO",St. Louis,MO,1262
5064,PHX,"Phoenix, AZ",Phoenix,AZ,STS,"Santa Rosa, CA",Santa Rosa,CA,699
5065,PHX,"Phoenix, AZ",Phoenix,AZ,TPA,"Tampa, FL",Tampa,FL,1788
5066,PHX,"Phoenix, AZ",Phoenix,AZ,TUL,"Tulsa, OK",Tulsa,OK,935
5067,PHX,"Phoenix, AZ",Phoenix,AZ,TUS,"Tucson, AZ",Tucson,AZ,110
5068,PHX,"Phoenix, AZ",Phoenix,AZ,YUM,"Yuma, AZ",Yuma,AZ,160
5069,PIA,"Peoria, IL",Peoria,IL,ATL,"Atlanta, GA",Atlanta,GA,565
5070,PIA,"Peoria, IL",Peoria,IL,AZA,"Phoenix, AZ",Phoenix,AZ,1312
5071,PIA,"Peoria, IL",Peoria,IL,CLT,"Charlotte, NC",Charlotte,NC,607
5072,PIA,"Peoria, IL",Peoria,IL,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,672
5073,PIA,"Peoria, IL",Peoria,IL,DTW,"Detroit, MI",Detroit,MI,346
5074,PIA,"Peoria, IL",Peoria,IL,LAS,"Las Vegas, NV",Las Vegas,NV,1413
5075,PIA,"Peoria, IL",Peoria,IL,MSP,"Minneapolis, MN",Minneapolis,MN,342
5076,PIA,"Peoria, IL",Peoria,IL,ORD,"Chicago, IL",Chicago,IL,130
5077,PIA,"Peoria, IL",Peoria,IL,PGD,"Punta Gorda, FL",Punta Gorda,FL,1045
5078,PIA,"Peoria, IL",Peoria,IL,PIE,"St. Petersburg, FL",St. Petersburg,FL,965
5079,PIA,"Peoria, IL",Peoria,IL,SFB,"Sanford, FL",Sanford,FL,949
5080,PIA,"Peoria, IL",Peoria,IL,VPS,"Valparaiso, FL",Valparaiso,FL,724
5081,PIB,"Hattiesburg/Laurel, MS",Hattiesburg/Laurel,MS,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,462
5082,PIB,"Hattiesburg/Laurel, MS",Hattiesburg/Laurel,MS,MEI,"Meridian, MS",Meridian,MS,69
5083,PIE,"St. Petersburg, FL",St. Petersburg,FL,ABE,"Allentown/Bethlehem/Easton, PA",Allentown/Bethlehem/Easton,PA,970
5084,PIE,"St. Petersburg, FL",St. Petersburg,FL,ALB,"Albany, NY",Albany,NY,1138
5085,PIE,"St. Petersburg, FL",St. Petersburg,FL,ATW,"Appleton, WI",Appleton,WI,1173
5086,PIE,"St. Petersburg, FL",St. Petersburg,FL,AUS,"Austin, TX",Austin,TX,920
5087,PIE,"St. Petersburg, FL",St. Petersburg,FL,AVL,"Asheville, NC",Asheville,NC,519
5088,PIE,"St. Petersburg, FL",St. Petersburg,FL,AVP,"Scranton/Wilkes-Barre, PA",Scranton/Wilkes-Barre,PA,1006
5089,PIE,"St. Petersburg, FL",St. Petersburg,FL,AZA,"Phoenix, AZ",Phoenix,AZ,1760
5090,PIE,"St. Petersburg, FL",St. Petersburg,FL,BGR,"Bangor, ME",Bangor,ME,1394
5091,PIE,"St. Petersburg, FL",St. Petersburg,FL,BLV,"Belleville, IL",Belleville,IL,841
5092,PIE,"St. Petersburg, FL",St. Petersburg,FL,BMI,"Bloomington/Normal, IL",Bloomington/Normal,IL,936
5093,PIE,"St. Petersburg, FL",St. Petersburg,FL,BNA,"Nashville, TN",Nashville,TN,612
5094,PIE,"St. Petersburg, FL",St. Petersburg,FL,CHA,"Chattanooga, TN",Chattanooga,TN,513
5095,PIE,"St. Petersburg, FL",St. Petersburg,FL,CID,"Cedar Rapids/Iowa City, IA",Cedar Rapids/Iowa City,IA,1090
5096,PIE,"St. Petersburg, FL",St. Petersburg,FL,CLE,"Cleveland, OH",Cleveland,OH,932
5097,PIE,"St. Petersburg, FL",St. Petersburg,FL,CVG,"Cincinnati, OH",Cincinnati,OH,776
5098,PIE,"St. Petersburg, FL",St. Petersburg,FL,DAY,"Dayton, OH",Dayton,OH,831
5099,PIE,"St. Petersburg, FL",St. Petersburg,FL,DSM,"Des Moines, IA",Des Moines,IA,1126
5100,PIE,"St. Petersburg, FL",St. Petersburg,FL,ELM,"Elmira/Corning, NY",Elmira/Corning,NY,1035
5101,PIE,"St. Petersburg, FL",St. Petersburg,FL,FNT,"Flint, MI",Flint,MI,1040
5102,PIE,"St. Petersburg, FL",St. Petersburg,FL,FSD,"Sioux Falls, SD",Sioux Falls,SD,1334
5103,PIE,"St. Petersburg, FL",St. Petersburg,FL,FWA,"Fort Wayne, IN",Fort Wayne,IN,912
5104,PIE,"St. Petersburg, FL",St. Petersburg,FL,GRR,"Grand Rapids, MI",Grand Rapids,MI,1044
5105,PIE,"St. Petersburg, FL",St. Petersburg,FL,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,587
5106,PIE,"St. Petersburg, FL",St. Petersburg,FL,GSP,"Greer, SC",Greer,SC,482
5107,PIE,"St. Petersburg, FL",St. Petersburg,FL,HGR,"Hagerstown, MD",Hagerstown,MD,861
5108,PIE,"St. Petersburg, FL",St. Petersburg,FL,HTS,"Ashland, WV",Ashland,WV,721
5109,PIE,"St. Petersburg, FL",St. Petersburg,FL,IAG,"Niagara Falls, NY",Niagara Falls,NY,1069
5110,PIE,"St. Petersburg, FL",St. Petersburg,FL,IND,"Indianapolis, IN",Indianapolis,IN,840
5111,PIE,"St. Petersburg, FL",St. Petersburg,FL,LCK,"Columbus, OH",Columbus,OH,821
5112,PIE,"St. Petersburg, FL",St. Petersburg,FL,LEX,"Lexington, KY",Lexington,KY,707
5113,PIE,"St. Petersburg, FL",St. Petersburg,FL,MCI,"Kansas City, MO",Kansas City,MO,1045
5114,PIE,"St. Petersburg, FL",St. Petersburg,FL,MDT,"Harrisburg, PA",Harrisburg,PA,912
5115,PIE,"St. Petersburg, FL",St. Petersburg,FL,MEM,"Memphis, TN",Memphis,TN,653
5116,PIE,"St. Petersburg, FL",St. Petersburg,FL,MKE,"Milwaukee, WI",Milwaukee,WI,1077
5117,PIE,"St. Petersburg, FL",St. Petersburg,FL,MLI,"Moline, IL",Moline,IL,1033
5118,PIE,"St. Petersburg, FL",St. Petersburg,FL,MSY,"New Orleans, LA",New Orleans,LA,481
5119,PIE,"St. Petersburg, FL",St. Petersburg,FL,OGS,"Ogdensburg, NY",Ogdensburg,NY,1224
5120,PIE,"St. Petersburg, FL",St. Petersburg,FL,OMA,"Omaha, NE",Omaha,NE,1188
5121,PIE,"St. Petersburg, FL",St. Petersburg,FL,ORF,"Norfolk, VA",Norfolk,VA,726
5122,PIE,"St. Petersburg, FL",St. Petersburg,FL,PBG,"Plattsburgh, NY",Plattsburgh,NY,1262
5123,PIE,"St. Petersburg, FL",St. Petersburg,FL,PIA,"Peoria, IL",Peoria,IL,965
5124,PIE,"St. Petersburg, FL",St. Petersburg,FL,PIT,"Pittsburgh, PA",Pittsburgh,PA,878
5125,PIE,"St. Petersburg, FL",St. Petersburg,FL,PVD,"Providence, RI",Providence,RI,1145
5126,PIE,"St. Petersburg, FL",St. Petersburg,FL,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,595
5127,PIE,"St. Petersburg, FL",St. Petersburg,FL,RFD,"Rockford, IL",Rockford,IL,1049
5128,PIE,"St. Petersburg, FL",St. Petersburg,FL,RIC,"Richmond, VA",Richmond,VA,731
5129,PIE,"St. Petersburg, FL",St. Petersburg,FL,ROA,"Roanoke, VA",Roanoke,VA,668
5130,PIE,"St. Petersburg, FL",St. Petersburg,FL,SBN,"South Bend, IN",South Bend,IN,973
5131,PIE,"St. Petersburg, FL",St. Petersburg,FL,SDF,"Louisville, KY",Louisville,KY,729
5132,PIE,"St. Petersburg, FL",St. Petersburg,FL,SGF,"Springfield, MO",Springfield,MO,895
5133,PIE,"St. Petersburg, FL",St. Petersburg,FL,SWF,"Newburgh/Poughkeepsie, NY",Newburgh/Poughkeepsie,NY,1055
5134,PIE,"St. Petersburg, FL",St. Petersburg,FL,SYR,"Syracuse, NY",Syracuse,NY,1111
5135,PIE,"St. Petersburg, FL",St. Petersburg,FL,TOL,"Toledo, OH",Toledo,OH,945
5136,PIE,"St. Petersburg, FL",St. Petersburg,FL,TRI,"Bristol/Johnson City/Kingsport, TN",Bristol/Johnson City/Kingsport,TN,590
5137,PIE,"St. Petersburg, FL",St. Petersburg,FL,TTN,"Trenton, NJ",Trenton,NJ,964
5138,PIE,"St. Petersburg, FL",St. Petersburg,FL,TUL,"Tulsa, OK",Tulsa,OK,961
5139,PIE,"St. Petersburg, FL",St. Petersburg,FL,TYS,"Knoxville, TN",Knoxville,TN,550
